station,year,month,tmean,tmin,tmax,rh,wind,rainfall,sunshine,solar_rad,evaporation,eto,date,month_sin,month_cos
الخالص,1994,1,11.3,6.2,17.6,82.0,1.5,28.8,5.5,281.18399999999997,42.9,38.45,1994-01-01,0.49999999999999994,0.8660254037844387
بلدروز,1994,1,10.3,5.4,17.2,71.0,2.1,1.6,6.1,300.672,67.0,48.36,1994-01-01,0.49999999999999994,0.8660254037844387
خانقين,1994,1,11.8,6.5,18.2,81.0,1.4,71.3,5.5,272.832,50.9,,1994-01-01,0.49999999999999994,0.8660254037844387
الخالص,1994,2,11.5,5.6,18.4,68.0,2.0,7.2,7.1,384.192,62.7,58.42,1994-02-01,0.8660254037844386,0.5000000000000001
بلدروز,1994,2,13.6,7.1,19.6,69.0,2.3,0.9,6.8,378.624,89.7,61.65,1994-02-01,0.8660254037844386,0.5000000000000001
خانقين,1994,2,11.5,5.3,18.1,80.0,2.4,13.8,6.5,361.9199999999999,47.2,,1994-02-01,0.8660254037844386,0.5000000000000001
الخالص,1994,3,16.5,9.8,23.1,62.0,2.5,28.9,7.3,470.49599999999987,122.9,99.18,1994-03-01,1.0,6.123233995736766e-17
بلدروز,1994,3,16.3,11.4,23.7,56.0,2.7,1.0,8.4,512.256,162.4,112.6,1994-03-01,1.0,6.123233995736766e-17
خانقين,1994,3,16.1,9.7,23.6,69.0,1.9,47.5,7.1,459.36,122.0,,1994-03-01,1.0,6.123233995736766e-17
الخالص,1994,4,23.5,16.5,31.6,53.0,2.9,1.1,8.9,601.344,185.8,160.89,1994-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,1994,4,23.1,17.2,31.9,41.0,3.2,0.0,8.1,570.7199999999999,240.0,175.38,1994-04-01,0.8660254037844387,-0.4999999999999998
خانقين,1994,4,24.1,15.1,32.5,61.0,2.9,22.2,8.1,565.1519999999999,160.4,,1994-04-01,0.8660254037844387,-0.4999999999999998
الخالص,1994,5,27.3,18.2,36.1,43.0,2.2,1.0,10.5,704.352,272.7,197.72,1994-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,1994,5,31.6,22.8,37.4,24.0,2.9,0.0,10.3,696.0,358.7,239.62,1994-05-01,0.49999999999999994,-0.8660254037844387
خانقين,1994,5,28.8,19.0,37.3,40.0,2.4,5.3,10.0,682.08,355.5,,1994-05-01,0.49999999999999994,-0.8660254037844387
الخالص,1994,6,31.0,21.5,40.0,41.0,3.3,0.0,12.5,796.224,347.1,255.71,1994-06-01,1.2246467991473532e-16,-1.0
بلدروز,1994,6,34.2,25.4,42.8,21.0,3.5,0.0,12.1,779.52,427.0,290.53,1994-06-01,1.2246467991473532e-16,-1.0
خانقين,1994,6,32.9,23.0,41.8,34.0,2.2,0.8,12.2,782.3039999999999,519.6,,1994-06-01,1.2246467991473532e-16,-1.0
الخالص,1994,7,32.5,23.4,41.8,41.0,3.7,0.0,12.5,787.8720000000001,312.6,283.46,1994-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,1994,7,36.4,28.4,43.3,24.0,3.7,0.0,11.6,751.6800000000001,483.3,310.45,1994-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,1994,7,35.2,25.8,43.9,39.0,2.2,0.0,12.0,765.5999999999999,542.4,,1994-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,1994,8,31.2,21.7,41.7,39.0,2.5,0.0,12.1,737.76,297.0,240.25,1994-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,1994,8,35.3,25.6,44.1,22.0,2.9,0.0,12.0,734.9759999999999,474.1,274.94,1994-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,1994,8,33.7,24.1,43.3,34.0,1.7,0.0,11.7,718.272,502.5,,1994-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,1994,9,29.4,20.5,39.2,45.0,1.0,0.4,9.7,579.072,242.0,145.33,1994-09-01,-1.0,-1.8369701987210297e-16
بلدروز,1994,9,32.6,24.3,41.1,25.0,1.4,0.001,9.9,590.208,345.6,166.24,1994-09-01,-1.0,-1.8369701987210297e-16
خانقين,1994,9,32.3,24.5,40.9,31.0,1.9,0.1,9.7,573.504,389.6,,1994-09-01,-1.0,-1.8369701987210297e-16
الخالص,1994,10,24.0,17.3,32.41,60.0,1.3,32.3,7.6,423.168,162.5,107.84,1994-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,1994,10,25.8,19.0,33.5,45.0,1.5,111.8,8.1,442.65599999999995,202.3,125.17,1994-10-01,-0.8660254037844386,0.5000000000000001
خانقين,1994,10,25.5,18.6,33.8,29.0,1.7,52.0,8.0,428.736,229.3,,1994-10-01,-0.8660254037844386,0.5000000000000001
الخالص,1994,11,15.5,11.0,21.1,82.0,1.8,47.6,5.8,300.672,56.3,56.22,1994-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,1994,11,17.2,13.6,21.9,74.0,2.3,166.2,5.3,289.536,91.9,66.89,1994-11-01,-0.5000000000000004,0.8660254037844384
خانقين,1994,11,15.6,11.5,21.1,68.0,1.7,132.3,5.1,275.616,62.0,,1994-11-01,-0.5000000000000004,0.8660254037844384
الخالص,1994,12,7.7,3.2,13.2,78.0,1.8,38.5,5.3,256.128,40.5,35.48,1994-12-01,-2.4492935982947064e-16,1.0
بلدروز,1994,12,8.6,4.8,13.6,74.0,1.8,25.2,5.8,272.832,48.7,40.03,1994-12-01,-2.4492935982947064e-16,1.0
خانقين,1994,12,7.8,3.7,13.8,66.0,1.3,50.8,4.9,239.42399999999998,55.4,,1994-12-01,-2.4492935982947064e-16,1.0
الخالص,1995,1,10.3,5.6,16.3,82.0,1.3,8.4,6.1,295.104,44.1,36.57,1995-01-01,0.49999999999999994,0.8660254037844387
بلدروز,1995,1,11.7,6.7,17.4,73.0,2.3,2.2,6.7,314.592,71.6,50.68,1995-01-01,0.49999999999999994,0.8660254037844387
خانقين,1995,1,10.9,5.1,17.6,73.0,1.4,6.4,6.4,297.888,59.1,,1995-01-01,0.49999999999999994,0.8660254037844387
الخالص,1995,2,12.2,6.9,18.4,77.0,2.3,37.4,6.8,375.84000000000003,61.2,54.1,1995-02-01,0.8660254037844386,0.5000000000000001
بلدروز,1995,2,13.5,8.0,19.3,68.0,2.1,19.3,7.3,395.32800000000003,91.8,60.97,1995-02-01,0.8660254037844386,0.5000000000000001
خانقين,1995,2,12.3,6.6,19.0,66.0,1.9,67.0,6.4,356.35200000000003,67.3,,1995-02-01,0.8660254037844386,0.5000000000000001
الخالص,1995,3,16.1,9.7,22.9,64.0,2.2,37.6,8.6,517.8240000000001,125.1,99.38,1995-03-01,1.0,6.123233995736766e-17
بلدروز,1995,3,17.8,11.9,23.9,54.0,3.2,45.4,8.6,520.608,182.8,123.47,1995-03-01,1.0,6.123233995736766e-17
خانقين,1995,3,15.5,9.0,23.1,69.0,1.8,64.4,8.1,492.76800000000003,111.7,,1995-03-01,1.0,6.123233995736766e-17
الخالص,1995,4,20.4,13.9,27.2,60.0,3.8,30.3,8.1,567.936,165.7,143.2,1995-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,1995,4,22.5,16.3,28.7,50.0,3.9,4.8,8.0,567.936,268.0,162.68,1995-04-01,0.8660254037844387,-0.4999999999999998
خانقين,1995,4,20.1,13.1,27.3,51.0,2.6,78.2,7.6,545.664,228.1,,1995-04-01,0.8660254037844387,-0.4999999999999998
الخالص,1995,5,28.2,19.8,35.9,42.0,2.6,4.0,10.9,721.056,303.2,208.75,1995-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,1995,5,31.2,23.6,38.0,29.0,3.4,0.0,10.9,721.056,401.5,256.73,1995-05-01,0.49999999999999994,-0.8660254037844387
خانقين,1995,5,29.6,21.6,37.5,30.0,3.5,12.3,10.1,684.864,350.6,,1995-05-01,0.49999999999999994,-0.8660254037844387
الخالص,1995,6,31.2,22.3,39.4,41.0,2.3,16.2,12.4,793.4399999999998,337.8,227.34,1995-06-01,1.2246467991473532e-16,-1.0
بلدروز,1995,6,34.4,25.8,42.2,26.0,3.1,0.0,12.6,801.792,469.2,274.63,1995-06-01,1.2246467991473532e-16,-1.0
خانقين,1995,6,33.4,24.7,41.7,30.0,2.6,0.2,12.3,787.8720000000001,520.9,,1995-06-01,1.2246467991473532e-16,-1.0
الخالص,1995,7,32.2,23.6,40.4,36.0,2.9,0.0,12.5,787.8720000000001,365.0,259.36,1995-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,1995,7,35.7,27.6,43.3,26.0,4.8,0.0,12.4,785.0880000000001,552.4,347.05,1995-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,1995,7,34.1,24.9,42.9,21.0,2.3,0.0,12.1,771.1679999999999,509.5,,1995-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,1995,8,31.8,22.1,41.3,43.0,1.3,0.0,12.3,746.1120000000001,340.7,200.33,1995-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,1995,8,35.8,26.2,44.6,24.0,4.4,0.0,12.2,743.3279999999999,534.4,332.82,1995-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,1995,8,33.9,24.0,44.4,20.0,1.9,0.0,11.7,718.272,467.8,,1995-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,1995,9,27.6,18.5,36.9,50.0,1.2,0.4,9.5,570.7199999999999,227.0,142.76,1995-09-01,-1.0,-1.8369701987210297e-16
بلدروز,1995,9,30.7,21.8,39.9,31.0,2.6,0.0,10.8,623.616,326.6,208.49,1995-09-01,-1.0,-1.8369701987210297e-16
خانقين,1995,9,29.6,20.4,39.2,27.0,1.8,0.8,10.5,604.1279999999999,320.4,,1995-09-01,-1.0,-1.8369701987210297e-16
الخالص,1995,10,22.1,13.5,31.6,50.0,1.2,0.0,9.4,478.84799999999996,150.9,108.51,1995-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,1995,10,24.6,16.2,33.8,32.0,2.3,0.0,9.8,495.552,227.8,155.74,1995-10-01,-0.8660254037844386,0.5000000000000001
خانقين,1995,10,23.9,15.3,33.9,34.0,1.5,0.0,9.3,470.49599999999987,248.7,,1995-10-01,-0.8660254037844386,0.5000000000000001
الخالص,1995,11,14.7,8.0,22.7,63.0,1.7,0.1,8.0,359.136,99.6,68.35,1995-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,1995,11,16.9,9.8,25.0,41.0,2.8,0.6,7.8,359.136,141.5,107.62,1995-11-01,-0.5000000000000004,0.8660254037844384
خانقين,1995,11,15.6,8.8,24.6,53.0,1.6,24.2,7.8,348.0,114.84,,1995-11-01,-0.5000000000000004,0.8660254037844384
الخالص,1995,12,9.4,3.5,16.5,74.0,0.6,6.0,6.4,283.968,48.4,33.08,1995-12-01,-2.4492935982947064e-16,1.0
بلدروز,1995,12,10.3,4.6,17.4,67.0,1.3,25.7,7.2,309.02399999999994,55.2,44.16,1995-12-01,-2.4492935982947064e-16,1.0
خانقين,1995,12,9.6,3.7,18.1,71.0,0.7,32.3,4.9799999999999995,242.20799999999997,61.9,,1995-12-01,-2.4492935982947064e-16,1.0
الخالص,1996,1,10.8,6.5,15.5,82.0,2.1,38.4,4.6,256.128,48.1,39.08,1996-01-01,0.49999999999999994,0.8660254037844387
بلدروز,1996,1,11.8,7.5,16.5,78.0,2.6,78.7,5.6,286.752,62.0,47.57,1996-01-01,0.49999999999999994,0.8660254037844387
خانقين,1996,1,11.0,6.2,16.8,77.0,1.4,103.8,5.4,270.048,56.7,,1996-01-01,0.49999999999999994,0.8660254037844387
الخالص,1996,2,12.9,7.1,19.3,69.0,1.7,11.2,5.7,342.432,64.26,54.3,1996-02-01,0.8660254037844386,0.5000000000000001
بلدروز,1996,2,14.5,9.5,20.1,64.0,2.8,28.4,6.5,370.27200000000005,88.0,70.89,1996-02-01,0.8660254037844386,0.5000000000000001
خانقين,1996,2,13.0,7.7,19.7,63.0,1.7,11.9,6.08,348.0,89.9,,1996-02-01,0.8660254037844386,0.5000000000000001
الخالص,1996,3,14.9,9.3,21.0,71.0,1.6,33.1,6.8,453.79200000000003,111.58000000000001,79.29,1996-03-01,1.0,6.123233995736766e-17
بلدروز,1996,3,16.5,11.2,22.1,63.0,2.8,65.5,7.0,462.144,166.0,100.21,1996-03-01,1.0,6.123233995736766e-17
خانقين,1996,3,14.4,8.9,21.1,64.0,2.3,86.9,6.7,445.43999999999994,118.9,,1996-03-01,1.0,6.123233995736766e-17
الخالص,1996,4,20.7,12.9,27.6,54.0,2.7,13.4,9.0,604.1279999999999,169.0,139.56,1996-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,1996,4,22.8,15.8,29.5,43.0,3.9,17.1,9.0,606.912,247.0,177.5,1996-04-01,0.8660254037844387,-0.4999999999999998
خانقين,1996,4,20.5,12.9,28.0,53.0,2.5,31.8,8.6,584.64,193.96109952,,1996-04-01,0.8660254037844387,-0.4999999999999998
الخالص,1996,5,29.4,20.5,37.5,44.0,2.0,3.6,10.0,684.864,245.68,194.77,1996-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,1996,5,32.3,24.3,40.0,26.0,2.8,2.8,10.0,684.864,360.0,241.37,1996-05-01,0.49999999999999994,-0.8660254037844387
خانقين,1996,5,30.5,21.6,38.9,34.0,2.6,6.5,9.8,673.7279999999998,307.2,,1996-05-01,0.49999999999999994,-0.8660254037844387
الخالص,1996,6,30.9,21.3,39.9,40.0,2.5,0.0,12.8,807.36,303.36,237.41,1996-06-01,1.2246467991473532e-16,-1.0
بلدروز,1996,6,34.6,25.5,43.0,22.0,4.5,0.0,12.9,812.9279999999999,371.0,330.75,1996-06-01,1.2246467991473532e-16,-1.0
خانقين,1996,6,33.4,24.3,42.2,30.0,2.4,0.0,11.780000000000001,765.5999999999999,488.7,,1996-06-01,1.2246467991473532e-16,-1.0
الخالص,1996,7,35.2,25.1,44.3,34.0,2.3,0.0,12.4,785.0880000000001,327.2,255.7,1996-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,1996,7,39.0,30.3,47.3,19.0,3.5,0.0,12.3,779.52,499.0,325.1,1996-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,1996,7,37.8,28.2,46.6,33.0,2.7,0.0,11.879999999999999,762.816,592.5,,1996-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,1996,8,33.4,23.9,43.0,37.0,2.0,0.0,12.0,734.9759999999999,294.98,232.43,1996-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,1996,8,37.2,27.6,46.3,23.0,3.6,0.0,11.8,726.624,499.0,312.7,1996-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,1996,8,35.4,26.2,45.7,34.0,2.0,0.0,11.220000000000002,698.784,473.47613184,,1996-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,1996,9,28.7,19.8,37.3,46.0,1.7,0.0,10.4,604.1279999999999,221.66,164.16,1996-09-01,-1.0,-1.8369701987210297e-16
بلدروز,1996,9,32.2,23.1,41.2,30.0,3.7,0.001,10.6,615.264,351.0,252.43,1996-09-01,-1.0,-1.8369701987210297e-16
خانقين,1996,9,30.6,22.0,40.1,31.0,2.0,0.0,10.179999999999998,592.992,308.9,,1996-09-01,-1.0,-1.8369701987210297e-16
الخالص,1996,10,22.3,14.4,31.2,56.0,1.2,0.4,8.6,453.79200000000003,142.68,104.0,1996-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,1996,10,25.5,17.7,33.8,38.0,3.1,0.001,9.9,501.1199999999999,210.0,174.16,1996-10-01,-0.8660254037844386,0.5000000000000001
خانقين,1996,10,24.4,17.1,33.2,47.0,2.5,1.9,8.4,442.65599999999995,204.6,,1996-10-01,-0.8660254037844386,0.5000000000000001
الخالص,1996,11,16.6,10.1,24.6,62.0,1.3,0.6,6.6,320.15999999999997,75.75999999999999,63.36,1996-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,1996,11,18.1,11.4,26.3,56.0,1.8,0.4,6.9,334.08,140.0,79.46,1996-11-01,-0.5000000000000004,0.8660254037844384
خانقين,1996,11,17.5,10.3,25.9,67.0,1.7,0.5,6.4399999999999995,309.02399999999994,102.8,,1996-11-01,-0.5000000000000004,0.8660254037844384
الخالص,1996,12,13.8,8.8,19.7,74.0,2.6,20.0,4.6,239.42399999999998,39.2,53.71,1996-12-01,-2.4492935982947064e-16,1.0
بلدروز,1996,12,15.3,10.4,21.8,67.0,2.7,25.9,5.9,275.616,55.0,67.07,1996-12-01,-2.4492935982947064e-16,1.0
خانقين,1996,12,13.8,8.5,20.3,82.0,2.4,38.8,4.856,239.42399999999998,64.6,,1996-12-01,-2.4492935982947064e-16,1.0
الخالص,1997,1,10.0,5.2,16.0,76.0,1.4,12.6,5.7,286.752,44.18,40.97,1997-01-01,0.49999999999999994,0.8660254037844387
بلدروز,1997,1,11.2,6.6,16.9,74.0,2.0,48.6,5.7,289.536,79.4,48.34,1997-01-01,0.49999999999999994,0.8660254037844387
خانقين,1997,1,10.1,4.9,16.4,82.0,1.6,60.5,5.4799999999999995,272.832,33.1,,1997-01-01,0.49999999999999994,0.8660254037844387
الخالص,1997,2,8.8,1.7,16.5,61.0,2.0,11.0,7.9,409.24799999999993,62.592,59.82,1997-02-01,0.8660254037844386,0.5000000000000001
بلدروز,1997,2,9.7,3.1,17.1,50.0,2.0,0.3,8.8,442.65599999999995,98.4,68.1,1997-02-01,0.8660254037844386,0.5000000000000001
خانقين,1997,2,8.9,2.7,16.3,66.0,1.9,16.1,5.9959999999999996,345.216,49.1,,1997-02-01,0.8660254037844386,0.5000000000000001
الخالص,1997,3,13.0,6.5,19.7,63.0,2.5,14.2,7.2,467.712,114.15600000000002,88.39,1997-03-01,1.0,6.123233995736766e-17
بلدروز,1997,3,14.5,8.8,20.7,57.0,2.5,35.6,7.2,470.49599999999987,155.8,96.78,1997-03-01,1.0,6.123233995736766e-17
خانقين,1997,3,12.7,7.8,19.4,69.0,2.5,94.7,6.7,445.43999999999994,135.9,,1997-03-01,1.0,6.123233995736766e-17
الخالص,1997,4,20.4,13.2,27.6,53.0,2.6,5.5,8.8,595.776,167.85999999999999,137.43,1997-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,1997,4,22.4,15.2,28.8,48.0,3.1,18.6,9.1,609.6959999999999,212.0,156.05,1997-04-01,0.8660254037844387,-0.4999999999999998
خانقين,1997,4,19.7,13.8,27.2,63.0,2.1,34.8,8.5,581.8559999999999,195.9,,1997-04-01,0.8660254037844387,-0.4999999999999998
الخالص,1997,5,28.0,19.1,36.4,43.0,1.7,3.2,10.5,704.352,262.3,183.37,1997-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,1997,5,31.0,23.2,38.4,34.0,2.4,0.001,10.7,712.7040000000001,336.0,219.66,1997-05-01,0.49999999999999994,-0.8660254037844387
خانقين,1997,5,29.3,22.6,37.3,48.0,2.3,4.9,10.3,693.216,324.04,,1997-05-01,0.49999999999999994,-0.8660254037844387
الخالص,1997,6,31.6,21.9,40.1,38.0,1.7,0.1,11.9,771.1679999999999,305.552,207.76,1997-06-01,1.2246467991473532e-16,-1.0
بلدروز,1997,6,35.5,26.8,43.3,23.0,2.8,0.001,11.8,768.384,410.0,267.23,1997-06-01,1.2246467991473532e-16,-1.0
خانقين,1997,6,33.9,25.8,42.3,26.0,2.0,0.0,11.6,757.248,494.7,,1997-06-01,1.2246467991473532e-16,-1.0
الخالص,1997,7,33.1,23.8,42.0,37.0,3.5,0.0,12.7,796.224,320.76,285.19,1997-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,1997,7,36.1,26.7,44.3,23.0,4.8,0.0,12.7,796.224,451.0,358.64,1997-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,1997,7,34.9,25.9,43.7,22.0,2.1,0.0,12.1,771.1679999999999,541.0600000000001,,1997-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,1997,8,28.3,22.4,39.1,39.0,4.5,0.0,12.2,740.5440000000001,293.61600000000004,283.01,1997-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,1997,8,34.3,25.3,42.8,24.0,5.7,0.0,12.1,740.5440000000001,408.0,364.32,1997-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,1997,8,32.9,23.8,43.3,24.0,2.2,0.0,11.5,709.92,478.6752263679999,,1997-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,1997,9,28.1,18.4,38.0,42.0,1.6,0.0,10.4,604.1279999999999,219.852,159.64,1997-09-01,-1.0,-1.8369701987210297e-16
بلدروز,1997,9,31.8,22.4,40.9,27.0,2.5,0.0,10.6,615.264,381.0,211.18,1997-09-01,-1.0,-1.8369701987210297e-16
خانقين,1997,9,30.2,22.3,39.2,30.0,1.9,0.0,10.4,598.5600000000001,349.82000000000005,,1997-09-01,-1.0,-1.8369701987210297e-16
الخالص,1997,10,24.0,16.4,32.6,55.0,1.8,7.1,8.0,434.3039999999999,144.016,120.27,1997-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,1997,10,26.4,19.5,34.5,41.0,2.6,2.9,7.9,434.3039999999999,241.0,156.05,1997-10-01,-0.8660254037844386,0.5000000000000001
خانقين,1997,10,25.0,16.1,32.7,35.0,1.8,14.0,8.0,428.736,178.0,,1997-10-01,-0.8660254037844386,0.5000000000000001
الخالص,1997,11,16.0,10.5,22.8,81.0,1.5,39.4,6.5,320.15999999999997,73.47200000000001,57.6,1997-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,1997,11,17.8,12.8,24.3,65.0,2.0,27.7,7.0,336.8639999999999,144.0,77.02,1997-11-01,-0.5000000000000004,0.8660254037844384
خانقين,1997,11,17.3,12.5,23.3,51.0,1.5,112.1,6.5,311.808,146.4,,1997-11-01,-0.5000000000000004,0.8660254037844384
الخالص,1997,12,10.8,6.7,16.2,91.0,1.4,68.3,4.9,247.776,38.86,32.34,1997-12-01,-2.4492935982947064e-16,1.0
بلدروز,1997,12,11.7,7.6,16.6,83.0,2.4,83.7,5.4,261.696,71.0,42.03,1997-12-01,-2.4492935982947064e-16,1.0
خانقين,1997,12,11.4,7.6,16.0,60.0,1.2,70.7,5.2,247.776,30.5,,1997-12-01,-2.4492935982947064e-16,1.0
الخالص,1998,1,8.2,4.3,13.1,88.0,2.4,70.0,4.8,261.696,44.196,33.44,1998-01-01,0.49999999999999994,0.8660254037844387
بلدروز,1998,1,9.1,5.0,13.6,82.0,3.0,69.9,4.9,267.264,48.7,40.91,1998-01-01,0.49999999999999994,0.8660254037844387
خانقين,1998,1,8.2,4.5,12.3,72.0,1.9,118.3,4.5,247.776,55.44000000000001,,1998-01-01,0.49999999999999994,0.8660254037844387
الخالص,1998,2,11.1,5.4,17.3,74.0,2.5,18.6,6.5,367.48799999999994,62.4704,54.42,1998-02-01,0.8660254037844386,0.5000000000000001
بلدروز,1998,2,12.5,7.9,18.2,66.0,2.4,25.2,6.4,367.48799999999994,77.6,61.05,1998-02-01,0.8660254037844386,0.5000000000000001
خانقين,1998,2,11.4,6.7,17.1,70.0,1.9,10.5,6.1,348.0,139.7,,1998-02-01,0.8660254037844386,0.5000000000000001
الخالص,1998,3,14.7,8.6,21.0,70.0,3.4,30.6,7.0,459.36,118.6072,92.64,1998-03-01,1.0,6.123233995736766e-17
بلدروز,1998,3,16.3,11.0,21.9,61.0,3.5,42.7,7.3,473.28,128.0,107.12,1998-03-01,1.0,6.123233995736766e-17
خانقين,1998,3,14.3,9.9,19.9,55.0,2.0,102.7,6.4,434.3039999999999,240.8,,1998-03-01,1.0,6.123233995736766e-17
الخالص,1998,4,21.6,13.5,29.5,58.0,2.9,4.2,9.3,615.264,172.29199999999997,148.56,1998-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,1998,4,24.0,16.4,31.2,42.0,3.5,4.7,9.9,640.3199999999999,227.9,183.83,1998-04-01,0.8660254037844387,-0.4999999999999998
خانقين,1998,4,21.2,14.0,28.2,47.0,1.9,8.6,8.8,592.992,259.2,,1998-04-01,0.8660254037844387,-0.4999999999999998
الخالص,1998,5,27.1,17.6,35.5,49.0,2.6,0.6,10.9,721.056,256.056,199.42,1998-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,1998,5,30.0,21.5,37.7,38.0,3.0,4.4,11.0,723.8399999999998,305.7,229.84,1998-05-01,0.49999999999999994,-0.8660254037844387
خانقين,1998,5,28.7,21.2,36.8,31.0,1.6,0.1,9.6,665.3759999999999,235.1,,1998-05-01,0.49999999999999994,-0.8660254037844387
الخالص,1998,6,33.2,23.1,43.3,35.0,3.6,0.0,13.0,815.712,308.0024,286.94,1998-06-01,1.2246467991473532e-16,-1.0
بلدروز,1998,6,36.5,27.1,45.0,28.0,3.7,7.4,12.9,812.9279999999999,411.9,308.56,1998-06-01,1.2246467991473532e-16,-1.0
خانقين,1998,6,35.6,26.8,44.4,26.0,1.5,0.0,11.6,757.248,445.2,,1998-06-01,1.2246467991473532e-16,-1.0
الخالص,1998,7,34.5,24.5,44.2,36.0,3.8,0.0,12.5,787.8720000000001,317.152,305.92,1998-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,1998,7,37.7,28.5,46.0,25.0,3.6,0.7,12.4,785.0880000000001,415.5,320.36,1998-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,1998,7,37.3,29.0,45.8,25.0,1.8,0.1,11.8,757.248,544.9,,1998-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,1998,8,34.5,23.9,45.1,39.0,2.3,0.0,11.7,721.056,295.9192,245.41,1998-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,1998,8,38.5,28.5,47.4,24.0,3.0,0.0,12.0,734.9759999999999,417.8,290.51,1998-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,1998,8,37.5,28.5,47.5,25.0,1.4,0.0,11.1,696.0,478.71027164160006,,1998-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,1998,9,29.5,20.2,39.1,45.0,3.1,0.0,10.8,620.832,221.5824,209.07,1998-09-01,-1.0,-1.8369701987210297e-16
بلدروز,1998,9,32.9,23.6,41.0,27.0,3.6,0.0,10.6,615.264,366.0,250.64,1998-09-01,-1.0,-1.8369701987210297e-16
خانقين,1998,9,31.4,22.5,41.0,31.0,1.3,0.0,9.9,581.8559999999999,342.34400000000005,,1998-09-01,-1.0,-1.8369701987210297e-16
الخالص,1998,10,23.1,13.6,33.9,50.0,2.1,0.0,9.7,489.98400000000004,144.81919999999997,135.88,1998-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,1998,10,26.4,18.0,36.0,30.0,2.1,0.001,9.8,495.552,214.0,153.6,1998-10-01,-0.8660254037844386,0.5000000000000001
خانقين,1998,10,25.6,17.2,35.4,35.0,1.8,0.1,9.1,462.144,217.33999999999997,,1998-10-01,-0.8660254037844386,0.5000000000000001
الخالص,1998,11,18.2,11.2,27.3,63.0,1.8,3.8,7.2,336.8639999999999,74.9464,77.87,1998-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,1998,11,20.9,14.4,28.9,52.0,2.4,34.8,7.7,356.35200000000003,141.8,101.94,1998-11-01,-0.5000000000000004,0.8660254037844384
خانقين,1998,11,20.3,13.4,29.1,51.0,1.5,28.8,7.3,334.08,99.508,,1998-11-01,-0.5000000000000004,0.8660254037844384
الخالص,1998,12,12.4,5.9,20.7,66.0,1.8,0.0,5.6,264.48,40.672000000000004,56.35,1998-12-01,-2.4492935982947064e-16,1.0
بلدروز,1998,12,15.2,9.6,22.6,49.0,2.0,0.001,6.3,286.752,105.3,76.07,1998-12-01,-2.4492935982947064e-16,1.0
خانقين,1998,12,14.3,8.4,21.7,70.0,0.8,0.1,5.5,256.128,50.1,,1998-12-01,-2.4492935982947064e-16,1.0
الخالص,1999,1,10.9,5.3,18.3,77.0,1.8,13.3,5.9,292.32,44.6952,44.9,1999-01-01,0.49999999999999994,0.8660254037844387
