station,year,month,tmean,tmin,tmax,rh,wind,rainfall,sunshine,solar_rad,evaporation,eto,date,month_sin,month_cos
بلدروز,2007,5,31.15,24.9,40.14,28.0,2.7,0.5,6.6,545.664,338.4,216.59,2007-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2007,5,31.3,24.3,39.2,29.7,0.8,4.0,7.6,584.64,415.6,,2007-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2007,6,32.8,24.0,40.9,31.0,2.6,0.0,11.643333333333334,760.0319999999999,396.3120380416,241.8,2007-06-01,1.2246467991473532e-16,-1.0
بلدروز,2007,6,35.849999999999994,27.1,44.25,20.0,4.0,0.0,11.7,765.5999999999999,460.8,317.44,2007-06-01,1.2246467991473532e-16,-1.0
خانقين,2007,6,34.9,26.9,43.5,26.5,0.6,0.0,9.386666666666665,668.16,419.1,,2007-06-01,1.2246467991473532e-16,-1.0
الخالص,2007,7,34.3,25.1,42.9,31.0,2.9,0.0,10.25,698.784,380.2835145216,262.93,2007-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2007,7,37.599999999999994,28.9,45.29,19.5,3.3,0.0,10.3,698.784,444.2,299.48,2007-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2007,7,37.1,29.8,45.0,27.6,0.4,0.0,7.819354838709677,595.776,452.8,,2007-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2007,8,34.4,25.0,43.5,32.0,2.3,0.0,11.283870967741937,707.136,318.81989467136,239.44,2007-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2007,8,37.5,28.6,45.55,20.2,3.8,0.0,11.8,726.624,454.2,321.92,2007-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2007,8,36.4,28.8,45.0,30.9,0.8,0.0,9.26774193548387,623.616,485.8,,2007-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2007,9,30.7,20.7,40.8,32.0,2.2,0.0,10.676666666666666,615.264,285.8088559616,194.62,2007-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2007,9,31.4,23.3,42.3,18.1,3.8,0.0,10.8,623.616,381.2,272.3,2007-09-01,-1.0,-1.8369701987210297e-16
خانقين,2007,9,32.0,22.8,42.4,43.5,0.7,0.0,9.296666666666669,559.584,434.6,,2007-09-01,-1.0,-1.8369701987210297e-16
الخالص,2007,10,25.3,17.9,34.5,43.0,1.6,0.1,7.923333333333334,431.5199999999999,182.73598310399998,125.49,2007-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2007,10,27.2,20.1,36.41,25.2,2.6,0.0,8.6,456.5759999999999,234.5,176.23,2007-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2007,10,27.1,19.8,36.2,61.5,0.7,0.1,6.8166666666666655,389.76,362.5,,2007-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2007,11,15.9,8.5,24.6,56.0,1.1,0.0,8.396666666666667,370.27200000000005,92.192263168,68.24,2007-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2007,11,16.05,9.8,26.33,38.2,2.4,0.0,8.3,373.05600000000004,135.7,106.77,2007-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2007,11,17.5,10.7,26.7,72.9,0.6,0.1,6.866666666666669,322.94399999999996,268.7,,2007-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2007,12,10.1,3.7,18.0,62.0,1.6,5.0,6.820689655172414,295.104,52.1192,49.94,2007-12-01,-2.4492935982947064e-16,1.0
بلدروز,2007,12,11.7,5.7,18.66,53.2,2.9,6.2,6.4,289.536,90.3,75.41,2007-12-01,-2.4492935982947064e-16,1.0
خانقين,2007,12,11.0,5.2,19.3,75.5,0.6,12.6,5.670967741935484,258.91200000000003,75.36,,2007-12-01,-2.4492935982947064e-16,1.0
الخالص,2008,1,6.1,0.3,13.0,68.1,2.4,34.7,6.584615384615385,309.02399999999994,52.925279744,46.9,2008-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2008,1,10.85,2.5,12.8,70.0,1.7,34.602000000000004,5.4,281.18399999999997,50.0,39.62,2008-01-01,0.49999999999999994,0.8660254037844387
خانقين,2008,1,6.7,2.6,13.1,77.0,1.0,52.0,5.812903225806452,281.18399999999997,59.0,,2008-01-01,0.49999999999999994,0.8660254037844387
الخالص,2008,2,11.0,4.5,18.2,61.1,3.6,14.8,7.148275862068968,384.192,85.6661485056,71.51,2008-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2008,2,13.899999999999999,7.1,19.2,48.0,3.5,11.100999999999999,7.0,386.976,129.5,84.94,2008-02-01,0.8660254037844386,0.5000000000000001
خانقين,2008,2,11.5,6.1,18.0,77.0,1.0,16.8,5.7172413793103445,336.8639999999999,135.6,,2008-02-01,0.8660254037844386,0.5000000000000001
الخالص,2008,3,19.9,11.8,28.4,45.2,2.9,2.8,7.383870967741935,473.28,165.5668100608,137.06,2008-03-01,1.0,6.123233995736766e-17
بلدروز,2008,3,18.7,14.7,29.9,30.0,2.8,0.503,7.3,473.28,227.6,154.23,2008-03-01,1.0,6.123233995736766e-17
خانقين,2008,3,20.7,13.5,28.8,66.0,0.9,8.3,8.4,503.904,216.3,,2008-03-01,1.0,6.123233995736766e-17
الخالص,2008,4,23.9,15.5,32.0,39.6,2.6,0.4,7.4733333333333345,545.664,196.426412288,161.73,2008-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2008,4,24.425,18.7,33.8,23.0,2.9,2.803,7.7,554.0159999999998,269.2,195.4,2008-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2008,4,25.4,18.8,33.5,58.0,0.5,0.1,6.396666666666666,498.336,278.64,,2008-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2008,5,27.5,18.1,35.2,30.7,2.0,0.1,8.996774193548388,643.1040000000002,285.43786644479997,188.3,2008-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2008,5,31.475,22.2,37.7,22.0,2.6,0.203,9.4,659.8079999999999,354.9,224.01,2008-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2008,5,29.0,21.8,36.7,66.0,0.6,0.1,7.264516129032258,573.504,472.4,,2008-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2008,6,32.5,23.6,40.6,26.7,3.2,0.0,9.763333333333334,687.648,402.83444564992,253.03,2008-06-01,1.2246467991473532e-16,-1.0
بلدروز,2008,6,36.375,26.3,42.9,22.0,4.5,0.0,10.8,726.624,467.0,320.15,2008-06-01,1.2246467991473532e-16,-1.0
خانقين,2008,6,34.7,27.7,42.7,34.0,0.8,0.0,8.36,629.184,493.4,,2008-06-01,1.2246467991473532e-16,-1.0
الخالص,2008,7,33.9,24.6,43.2,28.8,2.5,0.0,10.296428571428569,698.784,380.04021742592,250.36,2008-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2008,7,37.5,29.0,45.4,15.0,3.9,0.0,10.1,690.432,493.4,323.91,2008-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2008,7,36.4,29.0,45.1,37.0,0.6,0.0,7.33225806451613,576.2879999999999,682.0,,2008-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2008,8,33.2,25.6,44.0,30.0,2.4,0.0,10.43,670.944,326.12387360563196,241.48,2008-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2008,8,37.9,29.5,46.3,20.0,3.8,0.0,10.5,676.512,463.1,319.0,2008-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2008,8,37.5,29.7,46.2,39.0,0.7,0.0,7.667741935483869,562.3679999999999,685.3,,2008-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2008,9,31.4,23.3,39.5,37.0,1.8,0.2,7.903333333333332,512.256,285.29062715392,166.99,2008-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2008,9,31.7,26.0,41.41,26.0,3.4,11.3,8.3,528.96,334.9,242.44,2008-09-01,-1.0,-1.8369701987210297e-16
خانقين,2008,9,33.2,26.0,41.2,51.0,0.8,0.1,6.2,445.43999999999994,438.0,,2008-09-01,-1.0,-1.8369701987210297e-16
الخالص,2008,10,24.2,17.1,31.2,49.3,2.5,61.0,6.916129032258064,400.896,179.4031797248,135.58,2008-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2008,10,27.7,19.1,33.41,42.0,3.2,71.4,7.7,428.736,236.5,168.46,2008-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2008,10,25.1,19.0,33.0,47.0,0.7,78.5,6.153333333333332,373.05600000000004,373.1,,2008-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2008,11,16.5,9.2,23.7,69.0,1.4,22.1,8.01,359.136,91.6107158016,65.06,2008-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2008,11,15.925,11.3,24.05,61.0,1.9,49.0,7.7,356.35200000000003,92.6,77.7,2008-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2008,11,16.9,11.4,24.8,77.0,0.3,37.8,7.18,331.296,120.4,,2008-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2008,12,11.3,4.4,18.28,61.6,3.2,8.3,8.264190364696484,331.296,51.58304,69.7,2008-12-01,-2.4492935982947064e-16,1.0
بلدروز,2008,12,10.3,6.2,17.46,62.0,2.6,14.801,6.9,300.672,80.1,62.23,2008-12-01,-2.4492935982947064e-16,1.0
خانقين,2008,12,11.0,5.5,19.2,75.0,0.3,4.5,6.383870967741937,278.4,254.3,,2008-12-01,-2.4492935982947064e-16,1.0
الخالص,2009,1,8.2,2.1,15.8,63.0,1.9,9.0,6.867741935483871,317.376,53.2346876928,50.48,2009-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2009,1,9.7,4.2,16.1,59.0,2.2,4.4,7.4,334.08,67.8,57.22,2009-01-01,0.49999999999999994,0.8660254037844387
خانقين,2009,1,9.3,3.9,17.1,78.0,0.3,16.1,6.367741935483872,297.888,118.9,,2009-01-01,0.49999999999999994,0.8660254037844387
الخالص,2009,2,13.9,7.9,20.9,54.0,3.2,3.2,6.25,361.9199999999999,86.67878300672001,82.34,2009-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2009,2,15.5,10.6,20.5,50.0,3.3,16.3,6.0,353.568,116.8,87.46,2009-02-01,0.8660254037844386,0.5000000000000001
خانقين,2009,2,14.0,8.8,20.9,71.0,0.5,18.0,5.214285714285714,320.15999999999997,116.5,,2009-02-01,0.8660254037844386,0.5000000000000001
الخالص,2009,3,16.6,10.4,23.3,50.0,3.3,14.1,6.361290322580646,439.87199999999996,168.28113847296,120.68,2009-03-01,1.0,6.123233995736766e-17
بلدروز,2009,3,18.5,12.5,24.5,39.0,3.2,10.2,6.9,459.36,172.9,136.87,2009-03-01,1.0,6.123233995736766e-17
خانقين,2009,3,16.8,11.8,23.7,58.0,0.8,23.1,4.048387096774193,348.0,219.712,,2009-03-01,1.0,6.123233995736766e-17
الخالص,2009,4,20.8,13.6,27.8,47.0,2.0,9.3,8.003333333333332,565.1519999999999,197.24279874559997,130.95,2009-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2009,4,23.3,17.2,29.4,36.0,2.7,10.9,7.6,551.232,214.2,158.7,2009-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2009,4,21.2,14.9,28.0,50.0,1.1,21.3,6.417241379310344,498.336,417.6,,2009-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2009,5,27.9,19.2,42.2,34.0,1.7,0.1,8.358064516129033,618.0479999999999,285.84371173376,188.6,2009-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2009,5,31.5,24.2,38.5,21.0,2.4,3.6,6.9,559.584,325.6,208.85,2009-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2009,5,29.5,23.0,37.5,31.0,0.3,1.0,7.112903225806453,565.1519999999999,400.0,,2009-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2009,6,33.2,23.9,41.9,27.0,2.6,0.1,9.18,662.592,405.77072357990403,234.82,2009-06-01,1.2246467991473532e-16,-1.0
بلدروز,2009,6,36.1,27.7,43.5,17.0,3.2,0.0,11.7,765.5999999999999,429.4,285.81,2009-06-01,1.2246467991473532e-16,-1.0
خانقين,2009,6,35.3,27.9,43.1,24.0,0.6,0.0,7.376666666666666,587.4240000000001,452.26000000000005,,2009-06-01,1.2246467991473532e-16,-1.0
الخالص,2009,7,33.3,25.2,41.7,32.0,2.9,0.0,11.193651305683563,734.9759999999999,382.959249711104,264.02,2009-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2009,7,37.2,30.1,44.1,17.0,4.9,0.0,11.9,765.5999999999999,479.1,370.05,2009-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2009,7,36.3,28.8,44.1,20.0,0.4,0.0,6.970967741935483,565.1519999999999,577.5400000000001,,2009-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2009,8,33.4,23.3,43.1,28.0,2.3,0.0,11.13225806451613,698.784,327.1768928067584,237.75,2009-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2009,8,36.6,28.1,45.0,16.0,3.9,0.0,11.3,707.136,441.5,320.32,2009-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2009,8,35.5,27.0,44.9,22.0,0.7,0.0,9.435483870967744,629.184,548.2,,2009-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2009,9,28.8,19.9,37.7,33.0,1.9,0.3,9.875862068965516,587.4240000000001,287.96870138470405,172.74,2009-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2009,9,31.4,23.4,39.5,23.0,3.3,21.3,10.1,595.776,325.9,237.0,2009-09-01,-1.0,-1.8369701987210297e-16
خانقين,2009,9,30.2,23.0,39.1,26.0,0.8,0.7,8.41,526.1759999999999,450.6,,2009-09-01,-1.0,-1.8369701987210297e-16
الخالص,2009,10,24.7,16.6,33.8,42.0,1.7,12.7,8.019354838709676,434.3039999999999,184.12381566976,126.57,2009-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2009,10,27.1,19.2,34.0,31.0,3.0,10.6,8.0,439.87199999999996,231.9,174.16,2009-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2009,10,26.0,18.6,35.6,34.0,0.6,16.5,6.658064516129031,386.976,351.98,,2009-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2009,11,15.5,9.8,22.6,70.0,1.4,34.2,5.593103448275863,295.104,66.7,58.63,2009-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2009,11,17.7,12.4,24.0,57.0,2.0,15.2,6.3,317.376,95.6,78.7,2009-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2009,11,16.7,11.7,23.9,35.0,0.3,50.6,6.90625,322.94399999999996,93.1,,2009-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2009,12,13.3,8.0,19.9,71.0,2.3,4.9,5.558064516129033,264.48,65.1,55.5,2009-12-01,-2.4492935982947064e-16,1.0
بلدروز,2009,12,14.7,10.2,20.4,65.0,1.8,19.6,6.0,278.4,72.4,56.83,2009-12-01,-2.4492935982947064e-16,1.0
خانقين,2009,12,13.7,9.0,20.3,56.0,0.3,17.4,5.131578947368422,244.99200000000002,103.2,,2009-12-01,-2.4492935982947064e-16,1.0
الخالص,2010,1,13.1,7.4,20.1,64.0,4.0,3.6,6.433333333333332,303.456,88.6,77.48,2010-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2010,1,14.5,9.6,20.4,58.0,3.9,3.5,6.1,300.672,104.7,85.08,2010-01-01,0.49999999999999994,0.8660254037844387
خانقين,2010,1,13.7,8.7,20.2,80.0,0.9,19.4,5.7272727272727275,278.4,147.4,,2010-01-01,0.49999999999999994,0.8660254037844387
الخالص,2010,2,13.9,8.3,20.5,62.0,2.7,26.4,5.842857142857143,345.216,82.0,70.01,2010-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2010,2,16.1,11.2,21.6,51.0,3.3,35.6,6.1,359.136,115.4,90.23,2010-02-01,0.8660254037844386,0.5000000000000001
خانقين,2010,2,14.0,9.1,20.5,61.0,0.5,30.7,5.255691133004926,322.94399999999996,356.2,,2010-02-01,0.8660254037844386,0.5000000000000001
الخالص,2010,3,18.6,11.9,25.6,54.0,3.6,14.8,7.620102865617882,481.63200000000006,147.3,130.61,2010-03-01,1.0,6.123233995736766e-17
بلدروز,2010,3,21.4,15.5,27.8,42.0,3.7,20.2,6.8,456.5759999999999,220.2,155.22,2010-03-01,1.0,6.123233995736766e-17
خانقين,2010,3,19.0,13.3,25.8,44.0,0.9,37.9,5.355555555555556,398.112,261.2,,2010-03-01,1.0,6.123233995736766e-17
الخالص,2010,4,22.6,15.0,30.2,49.0,2.7,10.8,7.337931034482759,537.312,166.9,147.86,2010-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2010,4,25.0,18.5,31.8,39.0,2.5,18.9,8.1,570.7199999999999,226.1,165.47,2010-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2010,4,22.6,17.0,29.9,35.0,0.6,40.3,6.45,503.904,319.7,,2010-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2010,5,29.0,20.9,36.1,37.0,2.5,26.1,9.416129032258064,659.8079999999999,258.1,205.44,2010-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2010,5,31.1,24.0,37.8,25.0,3.2,19.0,8.5,623.616,353.0,239.88,2010-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2010,5,29.6,23.2,36.3,29.0,0.3,19.6,6.693333333333333,548.4479999999999,404.5,,2010-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2010,6,33.7,24.2,42.1,28.0,2.9,0.0,9.773333333333335,687.648,386.2,249.55,2010-06-01,1.2246467991473532e-16,-1.0
بلدروز,2010,6,36.9,28.7,44.3,16.0,3.9,0.0,10.4,712.7040000000001,459.5,309.36,2010-06-01,1.2246467991473532e-16,-1.0
خانقين,2010,6,36.1,28.4,44.1,24.0,0.5,0.0,8.77,645.8879999999999,526.8,,2010-06-01,1.2246467991473532e-16,-1.0
الخالص,2010,7,34.0,27.0,44.2,30.76,3.1,0.0,10.816666666666668,718.272,429.4,276.14,2010-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2010,7,39.0,30.4,46.9,17.0,3.8,0.0,10.5,707.136,507.7,332.49,2010-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2010,7,38.2,28.8,47.1,21.0,1.6,0.0,8.703225806451611,631.9680000000001,574.308,,2010-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2010,8,34.0,28.8,45.0,31.4,2.34,0.0,11.258064516129034,707.136,341.5,248.11,2010-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2010,8,38.9,30.0,47.8,19.0,1.9,0.6,10.5,676.512,402.1,235.9,2010-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2010,8,38.0,30.1,47.8,22.0,1.2,0.0,8.945161290322579,609.6959999999999,587.18,,2010-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2010,9,30.0,23.9,41.6,36.0,2.0,0.0,9.243333333333338,559.584,292.5,187.38,2010-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2010,9,34.4,26.0,43.7,21.0,2.7,0.0,9.8,584.64,340.9,228.72,2010-09-01,-1.0,-1.8369701987210297e-16
خانقين,2010,9,33.3,25.5,43.3,27.0,1.3,0.0,8.048148148148147,512.256,406.7,,2010-09-01,-1.0,-1.8369701987210297e-16
الخالص,2010,10,25.0,18.9,36.1,46.260000000000005,2.0999999999999996,0.0,9.056521739130433,470.49599999999987,223.6,146.65,2010-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2010,10,28.4,20.5,37.3,28.0,2.8,0.0,9.3,481.63200000000006,268.3,187.65,2010-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2010,10,26.6,19.2,36.7,39.0,0.7,0.5,7.061290322580645,400.896,342.13599999999997,,2010-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2010,11,15.0,9.7,28.2,61.8,1.48,4.3,9.008000000000003,386.976,115.5,81.13,2010-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2010,11,19.5,11.6,29.0,36.0,1.6,1.9,9.1,395.32800000000003,125.6,91.46,2010-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2010,11,19.4,12.2,29.8,57.0,0.5,2.4,7.989285714285713,353.568,139.9,,2010-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2010,12,12.0,4.1,20.5,63.52,2.22,33.4,6.367741935483871,283.968,67.0,59.87,2010-12-01,-2.4492935982947064e-16,1.0
بلدروز,2010,12,14.1,7.7,22.3,48.0,2.4,8.3,6.8,297.888,92.5,79.23,2010-12-01,-2.4492935982947064e-16,1.0
خانقين,2010,12,13.2,7.4,22.2,59.0,0.7,56.1,6.27741935483871,275.616,66.3,,2010-12-01,-2.4492935982947064e-16,1.0
الخالص,2011,1,9.0,3.8,15.1,69.02000000000001,2.58,32.802,5.623333333333333,283.968,47.4,49.28,2011-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2011,1,11.0,5.7,18.3,67.0,2.3,46.7,5.8,292.32,56.0,56.19,2011-01-01,0.49999999999999994,0.8660254037844387
خانقين,2011,1,9.7,4.6,16.1,65.0,0.6,31.9,5.122580645161291,264.48,40.8,,2011-01-01,0.49999999999999994,0.8660254037844387
الخالص,2011,2,13.0,5.6,17.8,63.220000000000006,3.2199999999999998,18.6,6.155555555555556,356.35200000000003,71.7,67.15,2011-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2011,2,13.1,8.5,19.1,59.0,2.6,11.5,6.2,361.9199999999999,89.2,69.04,2011-02-01,0.8660254037844386,0.5000000000000001
خانقين,2011,2,11.8,6.8,18.3,62.0,1.0,5.2,5.578571428571427,334.08,109.1,,2011-02-01,0.8660254037844386,0.5000000000000001
الخالص,2011,3,18.0,8.5,23.6,49.839999999999996,3.0999999999999996,5.801,8.203333333333333,503.904,186.2,120.7,2011-03-01,1.0,6.123233995736766e-17
بلدروز,2011,3,18.3,11.2,24.7,38.0,3.6,14.0,7.8,492.76800000000003,188.7,145.37,2011-03-01,1.0,6.123233995736766e-17
خانقين,2011,3,16.8,10.4,24.2,54.0,1.1,14.7,7.429032258064517,470.49599999999987,153.3,,2011-03-01,1.0,6.123233995736766e-17
الخالص,2011,4,21.0,15.0,29.0,49.12,2.8,26.2,6.689285714285715,515.04,213.6,142.38,2011-04-01,0.8660254037844387,-0.4999999999999998
بلدروز,2011,4,24.5,17.8,31.6,34.0,3.5,46.7,6.7,515.04,240.5,182.79,2011-04-01,0.8660254037844387,-0.4999999999999998
خانقين,2011,4,22.7,16.8,29.7,45.0,1.3,38.6,6.128114942528734,487.20000000000005,216.8,,2011-04-01,0.8660254037844387,-0.4999999999999998
الخالص,2011,5,29.0,20.2,36.3,35.94,2.26,3.5010000000000003,7.806451612903226,595.776,286.6,189.82,2011-05-01,0.49999999999999994,-0.8660254037844387
بلدروز,2011,5,31.0,23.8,36.4,32.0,2.7,4.5,8.9,640.3199999999999,318.9,214.04,2011-05-01,0.49999999999999994,-0.8660254037844387
خانقين,2011,5,29.2,22.6,36.6,27.0,0.8,1.1,6.429032258064517,537.312,232.0,,2011-05-01,0.49999999999999994,-0.8660254037844387
الخالص,2011,6,33.0,23.9,41.3,28.139999999999997,2.8600000000000003,0.1,10.23571428571429,701.568,353.5,244.38,2011-06-01,1.2246467991473532e-16,-1.0
بلدروز,2011,6,37.5,27.7,43.8,22.0,4.0,0.0,10.9,732.192,454.3,308.12,2011-06-01,1.2246467991473532e-16,-1.0
خانقين,2011,6,35.1,27.1,43.4,25.0,0.6,0.0,7.693333333333336,601.344,428.3,,2011-06-01,1.2246467991473532e-16,-1.0
الخالص,2011,7,34.0,26.4,43.8,30.0,3.1,0.0,10.509999999999998,707.136,406.7,272.86,2011-07-01,-0.4999999999999997,-0.8660254037844388
بلدروز,2011,7,38.6,28.8,45.7,23.0,3.3,0.0,10.9,723.8399999999998,466.1,301.96,2011-07-01,-0.4999999999999997,-0.8660254037844388
خانقين,2011,7,37.1,29.3,47.0,21.0,0.8,0.0,8.516666666666666,623.616,480.7,,2011-07-01,-0.4999999999999997,-0.8660254037844388
الخالص,2011,8,34.0,25.8,44.6,30.880000000000003,2.2479999999999998,0.0,11.506451612903225,712.7040000000001,407.2,246.95,2011-08-01,-0.8660254037844384,-0.5000000000000004
بلدروز,2011,8,37.5,29.2,45.6,19.0,3.0,0.0,11.4,712.7040000000001,447.5,282.49,2011-08-01,-0.8660254037844384,-0.5000000000000004
خانقين,2011,8,36.7,27.7,45.8,18.0,0.7,0.0,9.235483870967743,620.832,440.3,,2011-08-01,-0.8660254037844384,-0.5000000000000004
الخالص,2011,9,30.0,19.2,39.8,35.6,2.04,0.1,10.093333333333334,592.992,298.9,185.47,2011-09-01,-1.0,-1.8369701987210297e-16
بلدروز,2011,9,32.9,24.0,41.8,19.0,2.5,0.2,10.4,606.912,370.1,219.92,2011-09-01,-1.0,-1.8369701987210297e-16
خانقين,2011,9,31.4,23.3,41.2,23.0,0.5,0.0,8.39,526.1759999999999,344.3,,2011-09-01,-1.0,-1.8369701987210297e-16
الخالص,2011,10,25.0,13.2,31.5,46.112,2.2399999999999998,4.101,7.87,431.5199999999999,188.3,132.66,2011-10-01,-0.8660254037844386,0.5000000000000001
بلدروز,2011,10,25.4,17.8,33.5,31.0,2.2,4.3,8.3,448.22400000000005,214.1,151.11,2011-10-01,-0.8660254037844386,0.5000000000000001
خانقين,2011,10,24.1,17.2,33.1,40.0,1.7,18.0,6.89,392.54400000000004,233.0,,2011-10-01,-0.8660254037844386,0.5000000000000001
الخالص,2011,11,16.0,3.5,21.6,62.56,1.516,1.002,7.323333333333333,339.6479999999999,96.1,63.79,2011-11-01,-0.5000000000000004,0.8660254037844384
بلدروز,2011,11,15.4,8.8,22.9,43.0,1.9,0.2,7.4,348.0,119.5,82.94,2011-11-01,-0.5000000000000004,0.8660254037844384
خانقين,2011,11,14.0,8.2,21.7,49.0,0.6,54.3,6.15,303.456,93.0,,2011-11-01,-0.5000000000000004,0.8660254037844384
الخالص,2011,12,11.0,0.1,17.4,64.224,2.284,4.9,6.189655172413792,278.4,75.1,54.49,2011-12-01,-2.4492935982947064e-16,1.0
بلدروز,2011,12,11.1,7.3,18.4,44.0,2.0,0.5,6.9,300.672,91.1,66.58,2011-12-01,-2.4492935982947064e-16,1.0
خانقين,2011,12,10.7,4.4,19.7,58.0,0.6,3.4,5.529032258064518,256.128,122.13199999999999,,2011-12-01,-2.4492935982947064e-16,1.0
الخالص,2012,1,9.0,1.0,16.4,68.024,2.556,7.301,5.96774193548387,292.32,66.6,54.75,2012-01-01,0.49999999999999994,0.8660254037844387
بلدروز,2012,1,11.1,4.5,17.9,51.0,2.0,5.8,6.9,320.15999999999997,80.4,63.33,2012-01-01,0.49999999999999994,0.8660254037844387
خانقين,2012,1,10.0,4.3,16.9,69.0,0.5,11.3,5.106451612903226,264.48,56.9,,2012-01-01,0.49999999999999994,0.8660254037844387
الخالص,2012,2,13.0,3.5,17.8,62.464,3.004,15.902999999999999,5.955172413793103,350.784,86.69999999999999,65.88,2012-02-01,0.8660254037844386,0.5000000000000001
بلدروز,2012,2,12.9,7.4,19.2,44.0,3.0,7.4,6.5,370.27200000000005,112.3,85.15,2012-02-01,0.8660254037844386,0.5000000000000001
خانقين,2012,2,11.9,7.0,18.5,66.0,1.2,45.9,6.1,348.0,158.26352,,2012-02-01,0.8660254037844386,0.5000000000000001
الخالص,2012,3,18.0,6.7,21.8,50.608,3.0599999999999996,31.8,7.95483870967742,495.552,164.59999999999997,111.4,2012-03-01,1.0,6.123233995736766e-17
بلدروز,2012,3,16.2,9.5,23.0,33.0,2.9,12.6,7.6,484.41599999999994,183.1,130.3,2012-03-01,1.0,6.123233995736766e-17
